sample	hier_label	hier_label16	hier_label32	branch_length	label	color	annotation_name
2024.EXT.0725.1922.460_Bab_Italy	2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.2	FE0D	VO6G	8.56190e-06		#ff3366	
2024.EXT.0725.1837.120_Bab_France	2.2.2.2.2.2.2.1.1.1.1.1.2.2.2	FE0E	VO7	1.43719e-05		#ff3366	
2024.EXT.0725.2200.590_Bab_Poland	2.2.2.2.2.2.2.1.1.1.1.2	FE1	VO8	6.58701e-05		#333333	
n425	2.2.2.2.2.2.2.1.1.1.2	FE2	VOG	4.35060e-05	100		
n426	2.2.2.2.2.2.2.1.1.1.2.1	FE2	VOG	2.75200e-06	100		
n427	2.2.2.2.2.2.2.1.1.1.2.1.1	FE20	VOG	3.64587e-05	100	#ff3333	
n428	2.2.2.2.2.2.2.1.1.1.2.1.1.1	FE20	VOG	3.05800e-07	72	#ff3333	
n429	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1	FE20	VOG	3.05800e-07	69	#ff3333	
n430	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1	FE20	VOG0	1.19256e-05	100	#ff3333	
n431	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1	FE200	VOG0	3.27757e-05	100	#ff3333	
n432	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1	FE200	VOG0	3.06000e-08	56	#ff3333	
n433	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.1	FE200	VOG0	6.11600e-07	85	#ff3333	
n434	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.1.1	FE200	VOG0	3.06000e-08	71	#ff3333	
2024.EXT.0725.1359.110_Bab	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.1.1.1	FE2000	VOG00	4.28090e-06		#ff3333	
n436	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.1.1.2	FE2008	VOG0G	3.05800e-07	69	#ff3333	
2024.EXT.0725.1853.360_Bab_Brazil	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.1.1.2.1	FE2008	VOG0G	3.36360e-06		#ff3333	
2024.EXT.0725.2140.260_Bab_Bolivia	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.1.1.2.2	FE200C	VOG0O	1.83470e-06		#ff3333	
2024.EXT.0725.1846.350_Bab_Brazil	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.1.2	FE201	VOG1	3.97520e-06		#ff3333	
2024.EXT.0725.1400.180_Bab	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.1.2	FE202	VOG2	3.66940e-06		#ff3333	
2024.EXT.0725.1400.110_Bab	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.1.2	FE204	VOG4	4.58670e-06		#ff3333	
n442	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.2	FE208	VOG8	7.03300e-06	100	#ff3333	
n443	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.2.1	FE208	VOG8	9.17350e-06	100	#ff3333	
2024.EXT.0725.2142.230_Bab_Thailand	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.2.1.1	FE208	VOG8	1.83780e-05		#ff3333	
2024.EXT.0725.2249.400_Bab_Bangladesh	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.2.1.2	FE20A	VOGA	1.43719e-05		#ff3333	
2024.EXT.0725.2201.450_Bab_India	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.1.2.2	FE20C	VOGC	2.78741e-05		#ff3333	
n447	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.2	FE21	VOGG	2.97134e-05	100	#ff3333	
2024.EXT.0725.1838.360_Bab_France	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.2.1	FE210	VOGG	6.11570e-06		#ff3333	
n449	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.2.2	FE218	VOGO	1.83470e-06	100	#ff3333	
2024.EXT.0725.2048.440_Bab	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.2.2.1	FE218	VOGO	6.11600e-07		#ff3333	
2024.EXT.0725.2200.470_Bab_United_Kingdom	2.2.2.2.2.2.2.1.1.1.2.1.1.1.1.2.2.2	FE21C	VOGS	2.14050e-06		#ff3333	
2024.EXT.0725.2049.210_Bab	2.2.2.2.2.2.2.1.1.1.2.1.1.1.2	FE22	VOH	3.58402e-05		#ff3333	
2024.EXT.0725.1838.480_Bab_France	2.2.2.2.2.2.2.1.1.1.2.1.1.2	FE24	VOI	4.28886e-05		#ff3333	
n454	2.2.2.2.2.2.2.1.1.1.2.1.2	FE28	VOK	3.36996e-05	100	#00ffcc	
2024.EXT.0725.2159.290_Bab_Greece	2.2.2.2.2.2.2.1.1.1.2.1.2.1	FE28	VOK	3.43102e-05		#00ffcc	
2025.EXT.0403.1410.150_Bab	2.2.2.2.2.2.2.1.1.1.2.1.2.2	FE2C	VOM	4.16619e-05		#00ffcc	
n457	2.2.2.2.2.2.2.1.1.1.2.2	FE3	VOO	2.02153e-05	100		
n458	2.2.2.2.2.2.2.1.1.1.2.2.1	FE30	VOO	3.73750e-05	100	#66ff33	
n459	2.2.2.2.2.2.2.1.1.1.2.2.1.1	FE30	VOO	9.17350e-06	100	#66ff33	
n460	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1	FE30	VOO	9.17300e-07	97	#66ff33	
n461	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1	FE30	VOO0	3.05800e-07	91	#66ff33	
n462	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1	FE300	VOO0	6.11600e-07	88	#66ff33	
n463	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1	FE300	VOO0	3.66940e-06	100	#66ff33	
n464	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1	FE300	VOO0	7.64460e-06	100	#66ff33	
n465	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.1	FE300	VOO0	3.06000e-08	51	#66ff33	
n466	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.1.1	FE3000	VOO00	3.05800e-07	86	#66ff33	
2024.EXT.0725.1434.200_Bab	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.1.1.1	FE3000	VOO00	2.75200e-06		#66ff33	
2025.EXT.0403.1411.250_Bab	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.1.1.2	FE3004	VOO08	5.50410e-06		#66ff33	
2024.EXT.0725.2147.380_Bab_Egypt	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.1.2	FE3008	VOO0G	2.75200e-06		#66ff33	
n470	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.2	FE301	VOO1	6.11600e-07	94	#66ff33	
2024.EXT.0725.2200.330_Bab_Portugal	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.2.1	FE3010	VOO10	5.80990e-06		#66ff33	
2025.EXT.0409.1809.140_Bab	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.1.2.2	FE3018	VOO1G	4.28090e-06		#66ff33	
2024.EXT.0725.1829.400_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.1.2	FE302	VOO2	9.47930e-06		#66ff33	
n474	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2	FE304	VOO4	3.97520e-06	100	#66ff33	
n475	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1	FE304	VOO4	3.05800e-07	73	#66ff33	
n476	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1	FE304	VOO4	6.11600e-07	89	#66ff33	
n477	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.1	FE3040	VOO40	3.66940e-06	100	#66ff33	
n478	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1	FE3040	VOO40	1.83470e-06	100	#66ff33	
2024.EXT.0725.1829.350_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.1	FE3040	VOO40	4.28090e-06		#66ff33	
2024.EXT.0725.1831.370_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.1.1.2	FE3042	VOO44	6.11570e-06		#66ff33	
2024.EXT.0725.1830.590_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.1.2	FE3044	VOO48	5.80990e-06		#66ff33	
n482	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.2	FE3048	VOO4G	4.28090e-06	100	#66ff33	
n483	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.2.1	FE3048	VOO4G	3.36360e-06	100	#66ff33	
2024.EXT.0725.1830.130_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.2.1.1	FE3048	VOO4G	5.19830e-06		#66ff33	
2024.EXT.0725.1833.520_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.2.1.2	FE304A	VOO4K	3.97520e-06		#66ff33	
2024.EXT.0725.1830.260_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.1.2.2	FE304C	VOO4O	8.56190e-06		#66ff33	
n487	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.2	FE305	VOO5	3.97520e-06	100	#66ff33	
n488	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.2.1	FE3050	VOO50	1.22310e-06	99	#66ff33	
2024.EXT.0725.1831.090_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.2.1.1	FE3050	VOO50	3.36360e-06		#66ff33	
2024.EXT.0725.1833.400_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.2.1.2	FE3054	VOO58	3.66940e-06		#66ff33	
2024.EXT.0725.2141.180_Bab_Mongolia	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.1.2.2	FE3058	VOO5G	9.17350e-06		#66ff33	
n492	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2	FE306	VOO6	3.97520e-06	100	#66ff33	
n493	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1	FE306	VOO6	3.06000e-08	52	#66ff33	
n494	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.1	FE3060	VOO60	2.44620e-06	100	#66ff33	
n495	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.1.1	FE3060	VOO60	3.05780e-06	100	#66ff33	
n496	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.1.1.1	FE3060	VOO60	1.83470e-06	100	#66ff33	
2024.EXT.0725.1829.470_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.1.1.1.1	FE3060	VOO60	5.80990e-06		#66ff33	
2024.EXT.0725.1830.210_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.1.1.1.2	FE3061	VOO62	3.97520e-06		#66ff33	
2024.EXT.0725.1830.080_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.1.1.2	FE3062	VOO64	5.80990e-06		#66ff33	
2024.EXT.0725.1833.210_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.1.2	FE3064	VOO68	7.64460e-06		#66ff33	
2024.EXT.0725.1831.580_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.1.2	FE3068	VOO6G	1.40662e-05		#66ff33	
n502	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.2	FE307	VOO7	3.06000e-08	54	#66ff33	
2024.EXT.0725.1830.040_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.2.1	FE3070	VOO70	1.28430e-05		#66ff33	
2024.EXT.0725.1832.410_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.1.2.2.2.2	FE3078	VOO7G	9.17350e-06		#66ff33	
2024.EXT.0725.1830.170_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.1.2	FE308	VOO8	1.89904e-05		#66ff33	
n506	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.2	FE31	VOOG	3.06000e-08	94	#66ff33	
2024.EXT.0725.1829.270_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.2.1	FE310	VOOG	2.02155e-05		#66ff33	
n508	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.2.2	FE318	VOOO	1.31488e-05	100	#66ff33	
2024.EXT.0725.1834.040_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.2.2.1	FE318	VOOO	1.00909e-05		#66ff33	
n510	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.2.2.2	FE31C	VOOS	2.75200e-06	100	#66ff33	
2024.EXT.0725.1834.190_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.2.2.2.1	FE31C	VOOS	4.58670e-06		#66ff33	
2024.EXT.0725.1838.140_Bab_Mongolia	2.2.2.2.2.2.2.1.1.1.2.2.1.1.1.2.2.2.2	FE31E	VOOU	5.80990e-06		#66ff33	
n513	2.2.2.2.2.2.2.1.1.1.2.2.1.1.2	FE32	VOP	9.17300e-07	100	#66ff33	
2024.EXT.0725.1834.230_Bab_Kazakhstan	2.2.2.2.2.2.2.1.1.1.2.2.1.1.2.1	FE32	VOP0	2.38923e-05		#66ff33	
n515	2.2.2.2.2.2.2.1.1.1.2.2.1.1.2.2	FE33	VOPG	1.99102e-05	100	#66ff33	
2025.EXT.0403.1413.000_Bab	2.2.2.2.2.2.2.1.1.1.2.2.1.1.2.2.1	FE330	VOPG	3.05780e-06		#66ff33	
2025.EXT.0403.1414.510_Bab	2.2.2.2.2.2.2.1.1.1.2.2.1.1.2.2.2	FE338	VOPO	4.28090e-06		#66ff33	
n518	2.2.2.2.2.2.2.1.1.1.2.2.1.2	FE34	VOQ	3.97520e-06	100	#66ff33	
n519	2.2.2.2.2.2.2.1.1.1.2.2.1.2.1	FE34	VOQ	1.34546e-05	100	#66ff33	
2024.EXT.0725.1440.330_Bab_Iran	2.2.2.2.2.2.2.1.1.1.2.2.1.2.1.1	FE34	VOQ0	1.62391e-05		#66ff33	
2024.EXT.0725.2136.470_Bab_Israel	2.2.2.2.2.2.2.1.1.1.2.2.1.2.1.2	FE35	VOQG	1.13140e-05		#66ff33	
n522	2.2.2.2.2.2.2.1.1.1.2.2.1.2.2	FE36	VOR	3.66940e-06	100	#66ff33	
2024.EXT.0725.1440.560_Bab_Iran	2.2.2.2.2.2.2.1.1.1.2.2.1.2.2.1	FE36	VOR0	2.26672e-05		#66ff33	
2024.EXT.0725.1837.590_Bab_Turkey	2.2.2.2.2.2.2.1.1.1.2.2.1.2.2.2	FE37	VORG	2.23606e-05		#66ff33	
n525	2.2.2.2.2.2.2.1.1.1.2.2.2	FE38	VOS	5.39218e-05	100	#ffcc00	
2024.EXT.0725.2157.110_Bab_Iraq	2.2.2.2.2.2.2.1.1.1.2.2.2.1	FE38	VOS	5.50410e-06		#ffcc00	
2024.EXT.0725.2200.510_Bab_Uganda	2.2.2.2.2.2.2.1.1.1.2.2.2.2	FE3C	VOU	4.28090e-06		#ffcc00	
n528	2.2.2.2.2.2.2.1.1.2	FE4	VP	0.000190779	100		
n529	2.2.2.2.2.2.2.1.1.2.1	FE4	VP0	6.70653e-05	100	#ff00cc	
n530	2.2.2.2.2.2.2.1.1.2.1.1	FE4	VP0	5.13746e-05	100	#ff00cc	
n531	2.2.2.2.2.2.2.1.1.2.1.1.1	FE40	VP0	2.49054e-05	100	#ff00cc	
n532	2.2.2.2.2.2.2.1.1.2.1.1.1.1	FE40	VP0	5.72390e-06	100	#ff00cc	
2024.EXT.0725.1433.280_Bab	2.2.2.2.2.2.2.1.1.2.1.1.1.1.1	FE40	VP0	1.86839e-05		#ff00cc	
2024.EXT.0725.1840.090_Bab_Cameroon	2.2.2.2.2.2.2.1.1.2.1.1.1.1.2	FE42	VP1	2.35847e-05		#ff00cc	
n535	2.2.2.2.2.2.2.1.1.2.1.1.1.2	FE44	VP2	2.14050e-06	79	#ff00cc	
2024.EXT.0725.1434.410_Bab	2.2.2.2.2.2.2.1.1.2.1.1.1.2.1	FE44	VP2	2.93199e-05		#ff00cc	
2024.EXT.0725.1434.480_Bab	2.2.2.2.2.2.2.1.1.2.1.1.1.2.2	FE46	VP3	3.28609e-05		#ff00cc	
n538	2.2.2.2.2.2.2.1.1.2.1.1.2	FE48	VP4	2.91021e-05	100	#ff00cc	
n539	2.2.2.2.2.2.2.1.1.2.1.1.2.1	FE48	VP4	5.50410e-06	100	#ff00cc	
n540	2.2.2.2.2.2.2.1.1.2.1.1.2.1.1	FE48	VP4	9.17300e-07	96	#ff00cc	
n541	2.2.2.2.2.2.2.1.1.2.1.1.2.1.1.1	FE48	VP40	5.80990e-06	100	#ff00cc	
2024.EXT.0725.2136.100_Bab_Sudan	2.2.2.2.2.2.2.1.1.2.1.1.2.1.1.1.1	FE480	VP40	4.89250e-06		#ff00cc	
2024.EXT.0725.2139.250_Bab_Sudan	2.2.2.2.2.2.2.1.1.2.1.1.2.1.1.1.2	FE488	VP48	4.58670e-06		#ff00cc	
2024.EXT.0725.2200.430_Bab_Sudan	2.2.2.2.2.2.2.1.1.2.1.1.2.1.1.2	FE49	VP4G	1.46777e-05		#ff00cc	
n545	2.2.2.2.2.2.2.1.1.2.1.1.2.1.2	FE4A	VP5	9.17300e-07	98	#ff00cc	
2024.EXT.0725.2150.120_Bab_Chad	2.2.2.2.2.2.2.1.1.2.1.1.2.1.2.1	FE4A	VP50	1.25372e-05		#ff00cc	
2024.EXT.0725.2201.530_Bab_Nigeria	2.2.2.2.2.2.2.1.1.2.1.1.2.1.2.2	FE4B	VP5G	1.00909e-05		#ff00cc	
2024.EXT.0725.2202.230_Bab_Sudan	2.2.2.2.2.2.2.1.1.2.1.1.2.2	FE4C	VP6	1.71586e-05		#ff00cc	
n549	2.2.2.2.2.2.2.1.1.2.1.2	FE5	VP8	7.27482e-05	100	#ff00cc	
2024.EXT.0725.2046.410_Bab	2.2.2.2.2.2.2.1.1.2.1.2.1	FE50	VP8	1.83842e-05		#ff00cc	
2024.EXT.0725.2153.520_Bab_Zimbabwe	2.2.2.2.2.2.2.1.1.2.1.2.2	FE58	VPC	1.77357e-05		#ff00cc	
n552	2.2.2.2.2.2.2.1.1.2.2	FE6	VPG	0.000126896	100	#0000ff	
2024.EXT.0725.2140.120_Bab	2.2.2.2.2.2.2.1.1.2.2.1	FE6	VPG	3.55038e-05		#0000ff	
n554	2.2.2.2.2.2.2.1.1.2.2.2	FE7	VPO	1.68778e-05	100	#0000ff	
2024.EXT.0725.2158.260_Bab_Senegal	2.2.2.2.2.2.2.1.1.2.2.2.1	FE70	VPO	3.43086e-05		#0000ff	
2024.EXT.0725.2201.110_Bab_Nigeria	2.2.2.2.2.2.2.1.1.2.2.2.2	FE78	VPS	2.94070e-05		#0000ff	
n557	2.2.2.2.2.2.2.1.2	FE8	VQ	0.000303802	100	#33ffff	
2024.EXT.0725.1414.520_Bab_Ethiopia	2.2.2.2.2.2.2.1.2.1	FE8	VQ	7.63613e-05		#33ffff	
2024.EXT.0725.2201.150_Bpi_Kenya	2.2.2.2.2.2.2.1.2.2	FEC	VR	8.78625e-05		#33ffff	
n560	2.2.2.2.2.2.2.2	FF	VS	0.000423979	100		
n561	2.2.2.2.2.2.2.2.1	FF0	VS	0.000232707	100		
n562	2.2.2.2.2.2.2.2.1.1	FF0	VS	2.01820e-05	100		
n563	2.2.2.2.2.2.2.2.1.1.1	FF0	VS0	6.11570e-06	100		
n564	2.2.2.2.2.2.2.2.1.1.1.1	FF0	VS0	3.97520e-06	100		
n565	2.2.2.2.2.2.2.2.1.1.1.1.1	FF00	VS0	3.40149e-05	100		
n566	2.2.2.2.2.2.2.2.1.1.1.1.1.1	FF00	VS0	1.65455e-05	100	#33ffcc	
n567	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1	FF00	VS0	2.44620e-06	100	#33ffcc	
n568	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1	FF00	VS00	2.14050e-06	100	#33ffcc	
2024.EXT.0725.1515.230_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1	FF000	VS00	5.80990e-06		#33ffcc	
n570	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2	FF008	VS08	6.11600e-07	89	#33ffcc	
n571	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1	FF008	VS08	9.17300e-07	96	#33ffcc	
n572	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1.1	FF008	VS08	3.05800e-07	78	#33ffcc	
2024.EXT.0725.1519.550_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1.1.1	FF008	VS08	5.50410e-06		#33ffcc	
2024.EXT.0725.1859.190_Bme_France	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1.1.2	FF009	VS09	9.17300e-07		#33ffcc	
2024.EXT.0725.1546.110_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.1.2	FF00A	VS0A	3.66940e-06		#33ffcc	
2024.EXT.0725.1541.330_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.2.2	FF00C	VS0C	4.58670e-06		#33ffcc	
n577	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2	FF01	VS0G	1.52890e-06	99	#33ffcc	
2024.EXT.0725.1911.050_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.1	FF010	VS0G	2.14050e-06		#33ffcc	
n579	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2	FF018	VS0O	6.11570e-06	100	#33ffcc	
2024.EXT.0725.2217.100_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.1	FF018	VS0O	3.36360e-06		#33ffcc	
2024.EXT.0725.2217.160_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.1.2.2.2	FF01C	VS0S	3.05780e-06		#33ffcc	
n582	2.2.2.2.2.2.2.2.1.1.1.1.1.1.2	FF02	VS1	2.75200e-06	100	#33ffcc	
n583	2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.1	FF02	VS10	5.50410e-06	100	#33ffcc	
2024.EXT.0725.1517.220_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.1	FF020	VS10	2.44620e-06		#33ffcc	
2024.EXT.0725.1547.500_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.1.2	FF028	VS18	4.89250e-06		#33ffcc	
2024.EXT.0725.1517.450_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.1.2.2	FF03	VS1G	7.64460e-06		#33ffcc	
n587	2.2.2.2.2.2.2.2.1.1.1.1.1.2	FF04	VS2	1.25372e-05	100	#ff3333	
n588	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1	FF04	VS2	3.66940e-06	100	#ff3333	
n589	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1	FF04	VS20	6.11600e-07	93	#ff3333	
n590	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1	FF040	VS20	3.05800e-07	65	#ff3333	
n591	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1	FF040	VS20	3.05800e-07	84	#ff3333	
2024.EXT.0725.1517.010_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1.1	FF040	VS20	3.36360e-06		#ff3333	
2024.EXT.0725.2217.460_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.1.2	FF042	VS22	2.75200e-06		#ff3333	
2024.EXT.0725.2213.310_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.1.2	FF044	VS24	5.80990e-06		#ff3333	
2024.EXT.0725.2218.200_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.1.2	FF048	VS28	5.19830e-06		#ff3333	
2024.EXT.0725.1909.470_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.1.2	FF05	VS2G	4.58670e-06		#ff3333	
n597	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2	FF06	VS3	6.11570e-06	100	#ff3333	
n598	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.1	FF06	VS30	1.52890e-06	100	#ff3333	
2024.EXT.0725.1518.340_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.1	FF060	VS30	3.66940e-06		#ff3333	
n600	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.2	FF068	VS38	9.17300e-07	96	#ff3333	
n601	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.2.1	FF068	VS38	1.22310e-06	99	#ff3333	
2024.EXT.0725.1907.400_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.2.1.1	FF068	VS38	4.28090e-06		#ff3333	
2024.EXT.0725.2213.020_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.2.1.2	FF06A	VS3A	2.44620e-06		#ff3333	
2024.EXT.0725.2213.110_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.1.2.2	FF06C	VS3C	3.36360e-06		#ff3333	
n605	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2	FF07	VS3G	3.05800e-07	63	#ff3333	
n606	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.1	FF070	VS3G	2.75200e-06	100	#ff3333	
n607	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.1.1	FF070	VS3G	3.05800e-07	90	#ff3333	
n608	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.1.1.1	FF070	VS3G	3.06000e-08	59	#ff3333	
2024.EXT.0725.1520.450_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.1.1.1.1	FF070	VS3G	3.05780e-06		#ff3333	
2024.EXT.0725.1828.480_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.1.1.1.2	FF071	VS3H	4.58670e-06		#ff3333	
2024.EXT.0725.1520.510_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.1.1.2	FF072	VS3I	3.36360e-06		#ff3333	
2024.EXT.0725.2213.150_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.1.2	FF074	VS3K	4.89250e-06		#ff3333	
n613	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.2	FF078	VS3O	6.11600e-07	91	#ff3333	
2024.EXT.0725.1547.390_Bme_Italy	2.2.2.2.2.2.2.2.1.1.1.1.1.2.2.2.2.1	FF078	VS3O	6.11570e-06		#ff3333	
