sample	hier_label	hier_label16	hier_label32	branch_length	label	color	annotation_name
n20	2.2.2.1.1.1.1.1.1.1.1.1.1.2.1.1	E004	S020	4.89250e-06	100	#ff3333	
2024.EXT.0725.1756.140_Bsu_Slovenia	2.2.2.1.1.1.1.1.1.1.1.1.1.2.1.1.1	E0040	S020	1.10082e-05		#ff3333	
2024.EXT.0725.2159.560_Bsu_Czech_Republic	2.2.2.1.1.1.1.1.1.1.1.1.1.2.1.1.2	E0048	S028	3.66940e-06		#ff3333	
2024.EXT.0725.2218.430_Bsu_France	2.2.2.1.1.1.1.1.1.1.1.1.1.2.1.2	E005	S02G	9.47930e-06		#ff3333	
n24	2.2.2.1.1.1.1.1.1.1.1.1.1.2.2	E006	S03	4.58670e-06	100	#ff3333	
2024.EXT.0725.2240.440_Bsu_Italy	2.2.2.1.1.1.1.1.1.1.1.1.1.2.2.1	E006	S030	3.66940e-06		#ff3333	
2024.EXT.0725.2257.180_Bsu	2.2.2.1.1.1.1.1.1.1.1.1.1.2.2.2	E007	S03G	7.95040e-06		#ff3333	
n27	2.2.2.1.1.1.1.1.1.1.1.1.2	E008	S04	4.28090e-06	100	#ff3333	
2024.EXT.0725.2048.280_Bsu	2.2.2.1.1.1.1.1.1.1.1.1.2.1	E008	S04	1.83470e-06		#ff3333	
2024.EXT.0725.2200.370_Bsu	2.2.2.1.1.1.1.1.1.1.1.1.2.2	E00C	S06	1.19256e-05		#ff3333	
2025.EXT.0403.1410.100_Bsu	2.2.2.1.1.1.1.1.1.1.1.2	E01	S08	1.77732e-05		#ff3333	
2024.EXT.0725.2153.200_Bsu_Germany	2.2.2.1.1.1.1.1.1.1.2	E02	S0G	5.30115e-05		#ff3333	
n32	2.2.2.1.1.1.1.1.1.2	E04	S1	3.18672e-05	100	#ff3333	
2024.EXT.0725.2143.170_Bsu_Belgium	2.2.2.1.1.1.1.1.1.2.1	E04	S10	3.36360e-06		#ff3333	
n34	2.2.2.1.1.1.1.1.1.2.2	E06	S1G	3.06000e-08	62	#ff3333	
2024.EXT.0725.2144.110_Bsu_Belgium	2.2.2.1.1.1.1.1.1.2.2.1	E06	S1G	5.80990e-06		#ff3333	
2024.EXT.0725.2242.330_Bsu_Italy	2.2.2.1.1.1.1.1.1.2.2.2	E07	S1O	6.72720e-06		#ff3333	
n37	2.2.2.1.1.1.1.1.2	E08	S2	3.49325e-05	100	#0000ff	
n38	2.2.2.1.1.1.1.1.2.1	E08	S2	2.44620e-06	100	#0000ff	
n39	2.2.2.1.1.1.1.1.2.1.1	E08	S20	2.29822e-05	100	#0000ff	
2024.EXT.0725.1323.250_Bsu_Germany	2.2.2.1.1.1.1.1.2.1.1.1	E08	S20	1.22314e-05		#0000ff	
2024.EXT.0725.1813.080_Bsu_Egypt	2.2.2.1.1.1.1.1.2.1.1.2	E09	S28	1.56268e-05		#0000ff	
2024.EXT.0725.2137.290_Bsu_Denmark	2.2.2.1.1.1.1.1.2.1.2	E0A	S2G	3.70774e-05		#0000ff	
n43	2.2.2.1.1.1.1.1.2.2	E0C	S3	8.56190e-06	100	#0000ff	
n44	2.2.2.1.1.1.1.1.2.2.1	E0C	S30	7.95040e-06	100	#0000ff	
n45	2.2.2.1.1.1.1.1.2.2.1.1	E0C	S30	1.99165e-05	100	#0000ff	
n46	2.2.2.1.1.1.1.1.2.2.1.1.1	E0C0	S30	3.05800e-07	80	#0000ff	
2024.EXT.0725.1340.280_Bsu_Germany	2.2.2.1.1.1.1.1.2.2.1.1.1.1	E0C0	S30	4.89250e-06		#0000ff	
2024.EXT.0725.2140.580_Bsu_France	2.2.2.1.1.1.1.1.2.2.1.1.1.2	E0C4	S32	4.58670e-06		#0000ff	
n49	2.2.2.1.1.1.1.1.2.2.1.1.2	E0C8	S34	3.97520e-06	100	#0000ff	
2024.EXT.0725.1340.430_Bsu_Germany	2.2.2.1.1.1.1.1.2.2.1.1.2.1	E0C8	S34	2.14050e-06		#0000ff	
2024.EXT.0725.1340.560_Bsu_Germany	2.2.2.1.1.1.1.1.2.2.1.1.2.2	E0CC	S36	4.28090e-06		#0000ff	
2024.EXT.0725.1756.190_Bsu_Slovenia	2.2.2.1.1.1.1.1.2.2.1.2	E0D	S38	1.86909e-05		#0000ff	
n53	2.2.2.1.1.1.1.1.2.2.2	E0E	S3G	2.26749e-05	100	#0000ff	
n54	2.2.2.1.1.1.1.1.2.2.2.1	E0E	S3G	4.58670e-06	100	#0000ff	
2024.EXT.0725.1756.590_Bsu_Slovenia	2.2.2.1.1.1.1.1.2.2.2.1.1	E0E0	S3G	2.44620e-06		#0000ff	
2024.EXT.0725.1758.310_Bsu_Slovenia	2.2.2.1.1.1.1.1.2.2.2.1.2	E0E8	S3K	4.89250e-06		#0000ff	
2024.EXT.0725.2154.350_Bsu_Germany	2.2.2.1.1.1.1.1.2.2.2.2	E0F	S3O	5.50410e-06		#0000ff	
n58	2.2.2.1.1.1.1.2	E1	S4	4.44331e-05	100	#00cc66	
n59	2.2.2.1.1.1.1.2.1	E10	S4	5.50410e-06	100	#00cc66	
2024.EXT.0725.1346.410_Bsu_Hungary	2.2.2.1.1.1.1.2.1.1	E10	S4	1.93035e-05		#00cc66	
2024.EXT.0725.2244.510_Bsu_Spain	2.2.2.1.1.1.1.2.1.2	E14	S5	1.71588e-05		#00cc66	
2024.EXT.0725.2244.060_Bsu_Spain	2.2.2.1.1.1.1.2.2	E18	S6	2.05301e-05		#00cc66	
2024.EXT.0725.2243.230_Bsu_Italy	2.2.2.1.1.1.2	E2	S8	9.26113e-05		#00ffcc	
n64	2.2.2.1.1.2	E4	SG	0.000229028	100		
n65	2.2.2.1.1.2.1	E4	SG	0.000189435	100	#ff3300	
n66	2.2.2.1.1.2.1.1	E4	SG	2.44620e-06	100	#ff3300	
2024.EXT.0725.1341.040_Bsu_Germany	2.2.2.1.1.2.1.1.1	E40	SG	6.72720e-06		#ff3300	
n68	2.2.2.1.1.2.1.1.2	E48	SI	4.89250e-06	100	#ff3300	
2024.EXT.0725.1808.440_Bsu_United_States	2.2.2.1.1.2.1.1.2.1	E48	SI	3.36360e-06		#ff3300	
2024.EXT.0725.1812.410_Bsu_Tonga	2.2.2.1.1.2.1.1.2.2	E4C	SJ	2.75200e-06		#ff3300	
n71	2.2.2.1.1.2.1.2	E5	SK	3.06000e-08	68	#ff3300	
n72	2.2.2.1.1.2.1.2.1	E50	SK	3.05800e-07	66	#ff3300	
2024.EXT.0725.1703.590_Bsu_United_States	2.2.2.1.1.2.1.2.1.1	E50	SK	4.89250e-06		#ff3300	
n74	2.2.2.1.1.2.1.2.1.2	E54	SL	3.06000e-08	6	#ff3300	
n75	2.2.2.1.1.2.1.2.1.2.1	E54	SL0	3.06000e-08	24	#ff3300	
2024.EXT.0725.1759.450_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.1.1	E54	SL0	5.80990e-06		#ff3300	
n77	2.2.2.1.1.2.1.2.1.2.1.2	E55	SL8	3.05800e-07	93	#ff3300	
2024.EXT.0725.1807.310_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.1.2.1	E550	SL8	5.80990e-06		#ff3300	
2024.EXT.0725.1807.390_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.1.2.2	E558	SLC	8.86770e-06		#ff3300	
n80	2.2.2.1.1.2.1.2.1.2.2	E56	SLG	3.06000e-08	7	#ff3300	
n81	2.2.2.1.1.2.1.2.1.2.2.1	E56	SLG	3.06000e-08	16	#ff3300	
2024.EXT.0725.1800.210_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.2.1.1	E560	SLG	4.89250e-06		#ff3300	
2024.EXT.0725.1806.340_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.2.1.2	E568	SLK	7.33880e-06		#ff3300	
n84	2.2.2.1.1.2.1.2.1.2.2.2	E57	SLO	3.06000e-08	40	#ff3300	
n85	2.2.2.1.1.2.1.2.1.2.2.2.1	E570	SLO	6.11600e-07	96	#ff3300	
2024.EXT.0725.1803.440_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.2.2.1.1	E570	SLO	5.19830e-06		#ff3300	
2024.EXT.0725.1808.340_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.2.2.1.2	E574	SLQ	5.80990e-06		#ff3300	
2024.EXT.0725.1809.460_Bsu_United_States	2.2.2.1.1.2.1.2.1.2.2.2.2	E578	SLS	4.58670e-06		#ff3300	
n89	2.2.2.1.1.2.1.2.2	E58	SM	9.17300e-07	96	#ff3300	
n90	2.2.2.1.1.2.1.2.2.1	E58	SM	3.06000e-08	23	#ff3300	
n91	2.2.2.1.1.2.1.2.2.1.1	E58	SM0	3.06000e-08	20	#ff3300	
n92	2.2.2.1.1.2.1.2.2.1.1.1	E58	SM0	3.05800e-07	80	#ff3300	
2024.EXT.0725.1804.130_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.1.1.1	E580	SM0	6.11570e-06		#ff3300	
n94	2.2.2.1.1.2.1.2.2.1.1.1.2	E588	SM4	9.97000e-07	98	#ff3300	
n95	2.2.2.1.1.2.1.2.2.1.1.1.2.1	E588	SM4	1.45210e-06	100	#ff3300	
2024.EXT.0725.1804.450_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.1.1.2.1.1	E588	SM4	4.89250e-06		#ff3300	
2024.EXT.0725.1805.100_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.1.1.2.1.2	E58A	SM5	6.11570e-06		#ff3300	
n98	2.2.2.1.1.2.1.2.2.1.1.1.2.2	E58C	SM6	3.05800e-07	61	#ff3300	
2024.EXT.0725.1808.550_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.1.1.2.2.1	E58C	SM6	5.29060e-06		#ff3300	
2024.EXT.0725.1809.180_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.1.1.2.2.2	E58E	SM7	7.26460e-06		#ff3300	
2024.EXT.0725.1805.190_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.1.2	E59	SM8	4.58670e-06		#ff3300	
n102	2.2.2.1.1.2.1.2.2.1.2	E5A	SMG	3.06000e-08	31	#ff3300	
n103	2.2.2.1.1.2.1.2.2.1.2.1	E5A	SMG	3.97520e-06	100	#ff3300	
2024.EXT.0725.1809.310_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.2.1.1	E5A0	SMG	2.14050e-06		#ff3300	
Reference-AE014291-AE014292_Bsu	2.2.2.1.1.2.1.2.2.1.2.1.2	E5A8	SMK	1.52890e-06		#ff3300	
2024.EXT.0725.1810.230_Bsu_United_States	2.2.2.1.1.2.1.2.2.1.2.2	E5B	SMO	7.64460e-06		#ff3300	
2024.EXT.0725.2157.220_Bsu	2.2.2.1.1.2.1.2.2.2	E5C	SN	7.03300e-06		#ff3300	
n108	2.2.2.1.1.2.2	E6	SO	0.000139255	100		
n109	2.2.2.1.1.2.2.1	E6	SO	9.82584e-05	100		
n110	2.2.2.1.1.2.2.1.1	E60	SO	4.05115e-05	100	#ff0099	
n111	2.2.2.1.1.2.2.1.1.1	E60	SO	6.38700e-07	99	#ff0099	
n112	2.2.2.1.1.2.2.1.1.1.1	E60	SO0	5.50410e-06	100	#ff0099	
n113	2.2.2.1.1.2.2.1.1.1.1.1	E60	SO0	1.49820e-06	100	#ff0099	
2024.EXT.0725.1342.360_Bca	2.2.2.1.1.2.2.1.1.1.1.1.1	E600	SO0	7.03300e-06		#ff0099	
n115	2.2.2.1.1.2.2.1.1.1.1.1.2	E608	SO4	4.58670e-06	100	#ff0099	
2024.EXT.0725.1427.090_Bca	2.2.2.1.1.2.2.1.1.1.1.1.2.1	E608	SO4	2.14050e-06		#ff0099	
n117	2.2.2.1.1.2.2.1.1.1.1.1.2.2	E60C	SO6	3.05800e-07	70	#ff0099	
2024.EXT.0725.1428.050_Bca	2.2.2.1.1.2.2.1.1.1.1.1.2.2.1	E60C	SO6	3.66940e-06		#ff0099	
2024.EXT.0725.1430.160_Bca	2.2.2.1.1.2.2.1.1.1.1.1.2.2.2	E60E	SO7	3.97520e-06		#ff0099	
n120	2.2.2.1.1.2.2.1.1.1.1.2	E61	SO8	3.38890e-06	100	#ff0099	
2024.EXT.0725.2049.550_Bca	2.2.2.1.1.2.2.1.1.1.1.2.1	E610	SO8	3.97520e-06		#ff0099	
2024.EXT.0725.2130.190_Bca	2.2.2.1.1.2.2.1.1.1.1.2.2	E618	SOC	4.28090e-06		#ff0099	
2024.EXT.0725.1701.560_Bca_Italy	2.2.2.1.1.2.2.1.1.1.2	E62	SOG	1.64991e-05		#ff0099	
n124	2.2.2.1.1.2.2.1.1.2	E64	SP	2.75200e-06	100	#ff0099	
n125	2.2.2.1.1.2.2.1.1.2.1	E64	SP0	2.75200e-06	100	#ff0099	
n126	2.2.2.1.1.2.2.1.1.2.1.1	E64	SP0	3.05780e-06	100	#ff0099	
n127	2.2.2.1.1.2.2.1.1.2.1.1.1	E640	SP0	1.83470e-06	100	#ff0099	
2024.EXT.0725.1410.430_Bca_Brazil	2.2.2.1.1.2.2.1.1.2.1.1.1.1	E640	SP0	8.56190e-06		#ff0099	
2024.EXT.0725.2147.020_Bca_Argentina	2.2.2.1.1.2.2.1.1.2.1.1.1.2	E644	SP2	9.47930e-06		#ff0099	
2024.EXT.0725.2156.160_Bca_Colombia	2.2.2.1.1.2.2.1.1.2.1.1.2	E648	SP4	6.11570e-06		#ff0099	
n131	2.2.2.1.1.2.2.1.1.2.1.2	E65	SP8	1.83470e-06	100	#ff0099	
2024.EXT.0725.1430.570_Bca_Costa_Rica	2.2.2.1.1.2.2.1.1.2.1.2.1	E650	SP8	1.19256e-05		#ff0099	
2024.EXT.0725.1431.390_Bca_United_States	2.2.2.1.1.2.2.1.1.2.1.2.2	E658	SPC	1.25372e-05		#ff0099	
2024.EXT.0725.1431.290_Bca_Costa_Rica	2.2.2.1.1.2.2.1.1.2.2	E66	SPG	1.80777e-05		#ff0099	
n135	2.2.2.1.1.2.2.1.2	E68	SQ	3.36360e-06	100	#00ff33	
n136	2.2.2.1.1.2.2.1.2.1	E68	SQ	1.81353e-05	100	#00ff33	
2024.EXT.0725.2048.520_Bsu	2.2.2.1.1.2.2.1.2.1.1	E68	SQ0	1.96097e-05		#00ff33	Bsuis_biovar4
2024.EXT.0725.2138.150_Bsu	2.2.2.1.1.2.2.1.2.1.2	E6A	SQG	2.60452e-05		#00ff33	
2024.EXT.0725.2201.190_Bsu	2.2.2.1.1.2.2.1.2.2	E6C	SR	4.40685e-05		#00ff33	
2024.EXT.0725.1557.570_Bsu	2.2.2.1.1.2.2.2	E7	SS	0.000134970		#00ff99	
2024.EXT.0725.2049.130_Bsu	2.2.2.1.2	E8	T	0.000269676		#00ff33	
n142	2.2.2.2	F	U	2.94800e-07	74		
n143	2.2.2.2.1	F0	U	2.50297e-05	100		
n144	2.2.2.2.1.1	F0	U0	0.000522544	100		
2024.EXT.0725.1342.270_Bme_United_States	2.2.2.2.1.1.1	F0	U0	1.22313e-05		#00ffcc	
n146	2.2.2.2.1.1.2	F2	U8	7.66180e-06	100	#ff3333	
2024.EXT.0725.1840.180_Bsp09RB8910_United_States	2.2.2.2.1.1.2.1	F2	U8	5.19830e-06		#ff3333	
2024.EXT.0725.1840.330_Bsp09RB8910_United_States	2.2.2.2.1.1.2.2	F3	UC	4.28090e-06		#ff3333	
2024.EXT.0725.2130.460_Bsp09RB8471_Costa_Rica	2.2.2.2.1.2	F4	UG	0.000824687			
n150	2.2.2.2.2	F8	V	4.89250e-06	100		
n151	2.2.2.2.2.1	F8	V0	9.90672e-05	100		
n152	2.2.2.2.2.1.1	F8	V0	2.56864e-05	100		
n153	2.2.2.2.2.1.1.1	F8	V0	6.46928e-05	100		
n154	2.2.2.2.2.1.1.1.1	F80	V0	0.000156962	100	#ff3399	
2024.EXT.0725.1322.590_Bpi_Japan	2.2.2.2.2.1.1.1.1.1	F80	V0	9.47930e-06		#ff3399	
2024.EXT.0725.1558.390_Bpi_Australia	2.2.2.2.2.1.1.1.1.2	F84	V1	1.00909e-05		#ff3399	
n157	2.2.2.2.2.1.1.1.2	F88	V2	0.000173250	100	#3300ff	
n158	2.2.2.2.2.1.1.1.2.1	F88	V2	1.22310e-06	100	#3300ff	
2024.EXT.0725.1419.360_Bpi	2.2.2.2.2.1.1.1.2.1.1	F88	V20	1.10082e-05		#3300ff	
n160	2.2.2.2.2.1.1.1.2.1.2	F8A	V2G	5.19830e-06	100	#3300ff	
2024.EXT.0725.1429.200_Bpi	2.2.2.2.2.1.1.1.2.1.2.1	F8A	V2G	4.28090e-06		#3300ff	
2024.EXT.0725.1429.250_Bpi	2.2.2.2.2.1.1.1.2.1.2.2	F8B	V2O	3.97520e-06		#3300ff	
2024.EXT.0725.1434.260_Bpi	2.2.2.2.2.1.1.1.2.2	F8C	V3	1.00909e-05		#3300ff	
n164	2.2.2.2.2.1.1.2	F9	V4	2.20899e-05	100	#00ff00	
n165	2.2.2.2.2.1.1.2.1	F90	V4	6.09842e-05	100	#00ff00	
n166	2.2.2.2.2.1.1.2.1.1	F90	V4	8.25620e-06	100	#00ff00	
2024.EXT.0725.1341.230_Bpi_Spain	2.2.2.2.2.1.1.2.1.1.1	F90	V40	1.10082e-05		#00ff00	
2024.EXT.0725.1419.260_Bpi	2.2.2.2.2.1.1.2.1.1.2	F92	V4G	3.97520e-06		#00ff00	
2024.EXT.0725.1419.460_Bpi	2.2.2.2.2.1.1.2.1.2	F94	V5	6.11570e-06		#00ff00	
2024.EXT.0725.2047.510_Bpi	2.2.2.2.2.1.1.2.2	F98	V6	7.69193e-05		#00ff00	
n171	2.2.2.2.2.1.2	FA	V8	0.000385468	100		
n172	2.2.2.2.2.1.2.1	FA	V8	4.99570e-05	100	#ff6666	
n173	2.2.2.2.2.1.2.1.1	FA0	V8	6.11600e-07	88	#ff6666	
n174	2.2.2.2.2.1.2.1.1.1	FA0	V8	3.97520e-06	100	#ff6666	
n175	2.2.2.2.2.1.2.1.1.1.1	FA0	V80	1.52890e-06	100	#ff6666	
n176	2.2.2.2.2.1.2.1.1.1.1.1	FA0	V80	2.14050e-06	100	#ff6666	
2024.EXT.0725.1412.080_Bce	2.2.2.2.2.1.2.1.1.1.1.1.1	FA00	V80	5.50410e-06		#ff6666	
2024.EXT.0725.1412.150_Bce	2.2.2.2.2.1.2.1.1.1.1.1.2	FA08	V84	2.75200e-06		#ff6666	
2024.EXT.0725.1429.050_Bce	2.2.2.2.2.1.2.1.1.1.1.2	FA1	V88	2.75200e-06		#ff6666	
n180	2.2.2.2.2.1.2.1.1.1.2	FA2	V8G	3.05800e-07	67	#ff6666	
2024.EXT.0725.1428.420_Bce	2.2.2.2.2.1.2.1.1.1.2.1	FA2	V8G	6.72720e-06		#ff6666	
2024.EXT.0725.1437.440_Bce	2.2.2.2.2.1.2.1.1.1.2.2	FA3	V8O	7.33880e-06		#ff6666	
2024.EXT.0725.1417.330_Bce	2.2.2.2.2.1.2.1.1.2	FA4	V9	9.47930e-06		#ff6666	
n184	2.2.2.2.2.1.2.1.2	FA8	VA	3.05800e-07	70	#ff6666	
2024.EXT.0725.1418.130_Bce	2.2.2.2.2.1.2.1.2.1	FA8	VA	1.16198e-05		#ff6666	
2024.EXT.0725.1437.520_Bce	2.2.2.2.2.1.2.1.2.2	FAC	VB	7.03300e-06		#ff6666	
n187	2.2.2.2.2.1.2.2	FB	VC	3.55055e-05	100	#00ff99	
n188	2.2.2.2.2.1.2.2.1	FB0	VC	2.88000e-07	72	#00ff99	
n189	2.2.2.2.2.1.2.2.1.1	FB0	VC	5.20900e-06	100	#00ff99	
2024.EXT.0725.1420.010_Bce	2.2.2.2.2.1.2.2.1.1.1	FB0	VC0	4.89250e-06		#00ff99	
2024.EXT.0725.1842.400_Bce_Italy	2.2.2.2.2.1.2.2.1.1.2	FB2	VCG	5.50410e-06		#00ff99	
2024.EXT.0725.1845.120_Bce_Italy	2.2.2.2.2.1.2.2.1.2	FB4	VD	9.49180e-06		#00ff99	
n193	2.2.2.2.2.1.2.2.2	FB8	VE	1.21560e-06	99	#00ff99	
2024.EXT.0725.1843.440_Bce_Italy	2.2.2.2.2.1.2.2.2.1	FB8	VE	5.50410e-06		#00ff99	
2024.EXT.0725.1843.540_Bce_Italy	2.2.2.2.2.1.2.2.2.2	FBC	VF	9.78510e-06		#00ff99	
n196	2.2.2.2.2.2	FC	VG	3.33860e-06	100		
n197	2.2.2.2.2.2.1	FC	VG	1.70819e-05	100		
2024.EXT.0725.2047.460_Bov	2.2.2.2.2.2.1.1	FC	VG	0.000592759		#9933ff	
n199	2.2.2.2.2.2.1.2	FD	VK	0.000848479	100		
n200	2.2.2.2.2.2.1.2.1	FD0	VK	2.49838e-05	100	#3333ff	
n201	2.2.2.2.2.2.1.2.1.1	FD0	VK	3.05780e-06	100	#3333ff	
n202	2.2.2.2.2.2.1.2.1.1.1	FD0	VK0	1.49835e-05	100	#3333ff	
n203	2.2.2.2.2.2.1.2.1.1.1.1	FD0	VK0	4.58670e-06	100	#3333ff	
2024.EXT.0725.2147.180_Bov_Spain	2.2.2.2.2.2.1.2.1.1.1.1.1	FD00	VK0	1.34546e-05		#3333ff	
n205	2.2.2.2.2.2.1.2.1.1.1.1.2	FD08	VK4	9.47930e-06	100	#3333ff	
2025.EXT.0403.1407.440_Bov	2.2.2.2.2.2.1.2.1.1.1.1.2.1	FD08	VK4	6.72720e-06		#3333ff	
2025.EXT.0403.1409.150_Bov	2.2.2.2.2.2.1.2.1.1.1.1.2.2	FD0C	VK6	4.89250e-06		#3333ff	
n208	2.2.2.2.2.2.1.2.1.1.1.2	FD1	VK8	1.10082e-05	100	#3333ff	
2024.EXT.0725.2149.060_Bov_New_Zealand	2.2.2.2.2.2.1.2.1.1.1.2.1	FD10	VK8	7.03300e-06		#3333ff	
2024.EXT.0725.2156.010_Bov_Argentina	2.2.2.2.2.2.1.2.1.1.1.2.2	FD18	VKC	6.42140e-06		#3333ff	
n211	2.2.2.2.2.2.1.2.1.1.2	FD2	VKG	2.72604e-05	100	#3333ff	
2025.EXT.0403.1407.140_Bov	2.2.2.2.2.2.1.2.1.1.2.1	FD2	VKG	7.03300e-06		#3333ff	
2025.EXT.0403.1414.330_Bov	2.2.2.2.2.2.1.2.1.1.2.2	FD3	VKO	7.95040e-06		#3333ff	
2025.EXT.0403.1414.390_Bov	2.2.2.2.2.2.1.2.1.2	FD4	VL	3.67571e-05		#3333ff	
2025.EXT.0403.1539.540_Bov	2.2.2.2.2.2.1.2.2	FD8	VM	6.04819e-05		#ff0000	
n216	2.2.2.2.2.2.2	FE	VO	0.000246983	100		
n217	2.2.2.2.2.2.2.1	FE	VO	0.000176551	100		
n218	2.2.2.2.2.2.2.1.1	FE0	VO	9.31869e-05	100		
n219	2.2.2.2.2.2.2.1.1.1	FE0	VO	0.000157691	100		
n220	2.2.2.2.2.2.2.1.1.1.1	FE0	VO0	4.71955e-05	100		
n221	2.2.2.2.2.2.2.1.1.1.1.1	FE0	VO0	3.06347e-05	100		
n222	2.2.2.2.2.2.2.1.1.1.1.1.1	FE00	VO0	1.43719e-05	100	#3333ff	
n223	2.2.2.2.2.2.2.1.1.1.1.1.1.1	FE00	VO0	7.33880e-06	100	#3333ff	
n224	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1	FE00	VO0	9.17300e-07	98	#3333ff	
n225	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1	FE00	VO00	9.78510e-06	100	#3333ff	
2024.EXT.0725.1349.450_Bab_Spain	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.1	FE000	VO00	8.25620e-06		#3333ff	
n227	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2	FE008	VO08	3.05800e-07	95	#3333ff	
n228	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1	FE008	VO08	3.06000e-08	56	#3333ff	
n229	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1	FE008	VO08	3.05780e-06	100	#3333ff	
n230	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1	FE008	VO08	3.06000e-08	13	#3333ff	
n231	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1	FE0080	VO080	3.06000e-08	31	#3333ff	
n232	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1	FE0080	VO080	3.05800e-07	95	#3333ff	
n233	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1	FE0080	VO080	1.22310e-06	98	#3333ff	
n234	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1	FE0080	VO080	3.06000e-08	58	#3333ff	
2024.EXT.0725.1407.150_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.1	FE00800	VO080	3.97520e-06		#3333ff	
2024.EXT.0725.1409.230_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.1.2	FE00808	VO081	4.58670e-06		#3333ff	
2024.EXT.0725.1408.080_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.1.2	FE0081	VO082	2.44620e-06		#3333ff	
2024.EXT.0725.1436.330_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.1.2	FE0082	VO084	5.19830e-06		#3333ff	
n239	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.2	FE0084	VO088	6.11600e-07	95	#3333ff	
2024.EXT.0725.1408.450_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.2.1	FE0084	VO088	1.83470e-06		#3333ff	
2024.EXT.0725.1436.200_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.1.2.2	FE0086	VO08C	5.50410e-06		#3333ff	
n242	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.2	FE0088	VO08G	3.06000e-08	29	#3333ff	
2024.EXT.0725.1407.240_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.2.1	FE0088	VO08G	5.80990e-06		#3333ff	
2024.EXT.0725.1420.160_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.1.2.2	FE008C	VO08O	7.33880e-06		#3333ff	
n245	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.2	FE009	VO09	3.06000e-08	29	#3333ff	
2024.EXT.0725.1408.040_Bab_Costa_Rica	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.2.1	FE0090	VO090	5.19830e-06		#3333ff	
2024.EXT.0725.1420.110_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.1.2.2	FE0098	VO09G	3.97520e-06		#3333ff	
n248	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.2	FE00A	VO0A	3.05800e-07	75	#3333ff	
n249	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.2.1	FE00A	VO0A	9.17300e-07	96	#3333ff	
n250	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.2.1.1	FE00A0	VO0A0	3.05800e-07	64	#3333ff	
2024.EXT.0725.1432.300_Bab	2.2.2.2.2.2.2.1.1.1.1.1.1.1.1.1.2.1.2.1.1.1	FE00A0	VO0A0	4.28090e-06		#3333ff	
